1533148840# #D4.城堡内部。
1564499399# #Riverforth上福斯桥。眼前三桥并立，左边的公路桥于1964年通车，右边铁路桥1890年通车，当时正是日不落帝国最辉煌的时代。
1643877065# #沙湾古镇走走，姜撞奶双皮奶芝麻糊试试爱你
1536540150# #一寸粉笔，写尽无数春秋。。三尺讲台，孕育天下桃李。。祝老师节日快乐！蛋糕礼物赞啊
1542362226# #地铁上写作业哈哈哈哈哈哈
1647602876# #今天小区強检。人不多，5分钟搞定。
1578410258# #吉人天相，苍天保佑！
1548517149# #一直以来，家附近的交通非常方便，尽管门口有多条公交线路，但相比而言地铁更舒服更快捷，而地铁1号线体育中心站、3号线体育西站、5号线石牌桥站均在500米范围内，所以用得更多。今天才发现，原来家对面一路之隔的18号线冼村站已悄悄动工了，真是普大喜奔！哥已憧憬着几年后走100米可坐地铁啦！人嘛，
1653956467# #多谢招行提供的贵宾登机服务goodgood
1600294676# #听说广州正在“创文”，我100%支持，但也不至于搞得街上一部单车也没有啊？笑cry
1523291876# #大上海，凌晨依然车水马龙。
1573783542# #大盘。
1696165714# #今天国庆节，祝福伟大的祖国繁荣富强！我理解，今天不仅仅是一个放假旅游的日子，让我们缅怀那些为了建立新中国牺牲的烈士，缅怀那些将老百姓从被剥削被压迫解放出来的革命者，缅怀那些为了国防建设默默奉献的杰出科学家，钱学森、邓稼先、郭永怀、于敏等等，在平凡的工作中努力奋斗，披荆斩棘，继续前
1531699671# #昨晚法克世界杯🏆决赛，孩子第一次深夜看现场直播，一改之前的做法，开赛前他告诉我本场比赛只欣赏，没有倾向。但当法国2:1领先时，孩子脸色有点难看，3:1时开始去漱口，4:1时已气乎乎地上床了，4:2时我马上告诉他克队追回来了一个，却见他头埋在被单中抽泣。看来嘴上不说，其实心里还是挺克罗地亚。
1564335457# #传说中的“尼斯湖水怪”所在地。三十几年前，幼稚的我居然真相信了悲伤
1564390139# #远方的城堡有几百年历史，取名来自于两个美女挤眼最奇特的地方是沿湖都是红色的海藻。踩下去就是一个坑，陷进去就麻烦大了笑cry笑cry
1522144546# #今天累了，毕竟四十多了，一天跑了二百多公里，绕着成都转圈，看了三个项目。好在吃得还不错！哈哈哈哈哈哈
1681381124# #实在忍受不了AI的疯狂，哥们今天下午杀进浪潮信息，不知道后面如何发展？不管怎样，至少是参与了允悲
1541603564# #阳澄湖旁吃蟹。蟹就在酒楼旁的铁笼里养着，随吃随捞，有意思！吃也有讲究，每人一公一母，公多膏，母多黄，对比分明。吃完后饱得不行不行！
1564229395# #女王苏格兰行宫。
1564847393# #内宫一。
1668593730# #昨天广州阳性6000+，持续上升，90%仍是集中海珠区。今天全市核酸检测，到处都是人龙。随着措施不断深化，相信峰值不会超万。再忍几天，下周一应该会迎来拐点！
1617527777# #今天是父亲离开的第一个清明。思念您！蜡烛我想告诉您，妈妈很好，平时阿欢照顾她，三姑、小慧姐、您的同学和同事，时常过来看望她，大家都很想念您，孙子长大了，很懂事。愿您在天国安好！永远铭记您的养育之恩。
1529811478# #毕业季。孩子们欢天喜地，家长们吃鸡看球。
1529233229# #今天是本学期最后一次课外拓展，下周四毕业考后孩子就彻底解放了！两年多的努力，换来了不一样的人生。当然我更希望下周六参加广外校人机面试能通过，我告诉他虽难度很大，2160人参考，仅招生260人，录取率12%。但不试试，又怎么知道自己的能力呢？何况之前全广州有8000人报名，筛选后6800人摇号，我们
1668957787# #今晚世界杯开赛，作为多年的资深粉丝，看了40年足球的我，却没半点激情，更别说捱夜。老了？疫情？好像都不是，刚刚想明白了，因为深爱的蓝衣军团没份参加泪
1525081310# #下午去华附新世界分校。由于地处白云区，校园占地面积很大，环境也不错，教学楼4层呈回字形，中间天井种植灌木，课室尤其大，每班45人，因为它每年招生约600人，仅次于天省。饭堂中规中矩，初三作为毕业班单设饭堂。宿舍6人一间，独具风格，釆取套间方式，两间宿舍连通，共用两个卫生间，一个浴室，一
1553647845# #再到中石化。嘉旺，曾经的“饭堂”。
1532888972# #在这儿最不习惯的就是：5AM-8PM都是白天哈哈哈哈哈哈
1565090269# #遇到几个广州外语外贸大学的交换生！
1669615015# #广州昨天阳7300+，社会面94，持平。天河已有点扩散的迹象，昨晚小区居委会通知附近有楼栋混管阳，今早见到六个小区出入口封了4个，好在还有2个正常出入。今天难得出太阳，气温立马回升到28度。周三冷空气到，最低10度，注意保暖！
1636688327# #去登机口的路上，看到一个南航小姐姐摆台促销，过去这类活动通常是短信通知，现在是主动线下活动……。疫情之下，国内航司大面积亏损，各种自救出现，餐食减免、饮料降档、滑前不用发动机制冷省油等，不胜枚举。高大上的空姐都这么拼！我们没有懈怠的理由哈哈希望疫魔尽灭，山河无恙。
1532888638# #D1-8。女王陛下的行宫是今天的收盘。当行宫挂女王𣄃时意即在家，挂国旗则是出外。今天她不在家哈哈所以哥来看看，可惜宫内精华部分不能照相，只能在外随便来几张。
1613063256# #每逢佳节倍思亲。今年的年夜饭，第一次没有父亲在场，甚为感伤。愿您在天国幸福快乐！永远怀念您。
1564318129# #云蒸霞蔚，峡谷风光。天上时而乌云密布，偶尔露出一缕阳光。
1564481666# #神奇的三文鱼。三文鱼是在淡水里产卵（不知何处交配允悲），生成小鱼在淡水中成长，三年后顺流到海水里长大，成年后再逆流而上回到出生地去产卵，周而复始，生生不息。令人动容的是，这条迴流之路漫长而又艰辛，大部分鱼未到目的地就挂了，剩下小部分到达产卵后因体力消耗殆尽也挂了，真正能在产卵后
1613064546# #过去一年，我们经受住考验，成功化解疫情，保护人民生命，充分彰显了社会主义制度优越性！期望🐂年再上一层楼，牛牛牛！祖国万岁！祝福这片土地上伟大的人民。
1563499257# #一直以来，哥非常反感高铁上车还要检票，每次我都想进站、过闸已验过两次了，怎么不相信老百姓呢？直到昨天，哥们上车后全程根本就沒人理你，我才顿悟，原来之前一直是一等票，而现在二等票。列车员查票是为了防止二等票坐一等座笑cry所以，凡事不要太武断允悲
1635640088# #曾经热闹的大厦，如今倍感冷清！从小升初到中考，孩子在这里度过了五年岁月，那是刻骨铭心的回忆，虽然很苦很累，但这是人生的一部分，痛并快乐着。实事求是说，孩子从小学的中等生到中考进入全市3000名，考上理想的高中，教培机构助力很多，我们也和很多老师关系甚好。此刻，面对此境此况，不胜唏嘘！
1533464729# #D8.观光车游伦敦之十一。
1565089822# #再来打卡！百看不厌。
1642846284# #现在的服务人员都这么卷吗？
1572655390# #这货现在喜欢这么坐着允悲允悲你是猫精吗？
1661512578# #孩子假期一直在学习，也挺累的。趁着还没开学，抓住暑假的尾巴哈哈哈哈
1566520900# #把酒店做成园林，除了苏州，也没谁了哈哈
1651622720# #今天广州全员核酸，我们接到通知全家可以都去孩子学校检测。窃以为，这个安排很好，避免大家出结果的时间不统一。
1669451910# #广州昨天阳7400+，继续持平，但社会面101，继续增加，有点麻烦。前期的重灾区海珠经过数周管控，社会面已基本清零，但封控区内仍有数千。今天开始，多个区多条街道实行管控，持续五天，天河区仅剩五个街道自由，哥居住和公司所在地均在这五个街道内，这算运气好吗？不过尽管如此，今天小区已买不到猪牛
1626030000# #老夫聊发少年狂笑cry笑cry
1533545234# #D8.动物乐园。随处可见的狗，不怕人追食的鸽子，偶尔可见的松鼠……。
1580376681# #下午去最近的药店看看有没有口罩！店员说只有劳保用的，卖58元（十个一袋）！街上非常安静，偶尔几个行人和快递小哥。小区八个出口巳封六个，现在出入都要测体温。
1528415784# #每年端午节前后，广州雨水充足，民间俗称“龙舟水”。如果加上台风，那就下足一两个星期，天天大雨倾盆。今天就是这样子，上班族痛苦不堪笑cry笑cry
1698369614# #早上送孩子上学，他在车上背到“仁义不施而攻守之势异也”，我笑问是贾谊《过秦论》吗？他说是啊写这么长，真难背！接着还说这是个傻子，主子长沙王死了关他啥事也跟着忧郁而亡。然后自言自语，好在挂了！否则以他的才华，有生之年再多写几篇，还让人活不活笑cry
1674353821# #正月初一，给您拜年！早上陪家人喝茶，人山人海，烟火气十足。起晚了，只能等位允悲
1676112923# #今天在家休息，自制卤菜，味道不错。
1565119042# #再来一次意大利利晚餐，明天上午回国啰！
1577105133# #可爱猫咪。
1631103106# #饭后散步，来到了孩子的学校哈哈哈哈站在校门口居然可以看到小蛮腰和天德广场笑cry
1642310787# #今天天气好，带母亲和保姆出来走走，平时周末顾儿子也没空，本周孩子在学校军训不回来，逛逛沙面。
1527390732# #陪读室干不完的活，学校做不完的作业，我们必胜客继续！加油
1623829023# #中午接到小区居委会通知，下午可以去打第二针疫苗。说好的三点开始，现场要延迟到四点。大热天的，受不了！因为第一针打的是国药，不想混打；否则如果打科兴，哥早就预约上了！现在市面上国药太少了，难道都出口援外了吗？
1590921488# #送孩子返校，随便吃点什么，人少适合散步。雨后，空气清新，无比惬意。
1544855251# #中午特地带孩子来此，再试试这里的午饭，回味一下过去六年的时光和记忆。一年不到，一些老食肆尤在，但又多了好多餐厅，隆重推荐“九龙艺茶室”，冰棍奶茶确有港味！周末大厦人也这么多出乎我意料，看来商业真是越来越旺。唉！雕栏玉砌应犹在，只是朱颜改泪
1549199103# #从越秀转战天河。
1564395801# #出海游天空岛。波光粼粼，风景如画，几个小岛上群居着不少海狮，它们悠闲地晒着太阳。导游说，躺着露肚皮的是海狮妈妈，不趴着是因为怕压坏宝宝。小镇宁静祥和，上午喝酒，下午出海，老外们非常会享受生活。
1539998684# #孩子月考成绩出来了，三科总分年级排名308位（780人）。坦白说，排名满意，但对成绩不满意，英语不错但语数不好，数学差得出乎我意料。不过，分析完试卷也就知道原因了，简直要吐血！归根结底还是基础不扎实，特别是小学的一些坏习惯没有彻底根除，审题粗心想当然，岂不知卷上处处都是坑，他却毫不犹豫
1674902148# #正月初七，人日，祝大家年年有今日、岁岁有今朝！今天趁着最后一天假去看了《无名》，看完就知道票房为何不理想。其实，演技、剧情、意境没啥问题，但过多的倒叙手法影响了观感，另缺乏谍战片的紧张和悬念，略显拖沓。还有一个明显漏洞，同为共产党地下人员，梁朝伟在已暴露的情况下，为了让王一博继续
1531433449# #好不容易起早晨跑，刚下楼，却没想到……，下雨笑cry笑cry
1701949380# #是日，大雪。狗肉滚三滚，神仙企不稳。
1540817384# #洗脸哈哈哈哈
1555932861# #饭后散步，惬意生活。
1690456305# #离别
1533399096# #D7.塔桥内的玻璃桥有点小惊心。
1564229470# #残缺的修道院。
1547260813# #现在00后的孩子，个性张扬，太好玩了笑cry
1669000665# #昨天广州阳了8100+，数字继续下降，算是好消息。聊点开心的，昨晚世界杯开幕了，尽管现在激情不再，但美好的回忆仍满满。1982年西班牙世界杯，当时小学五年级吧，那时没电视，只能看报纸、听广播，记得当时居住的工厂每早大喇叭中央广播电台，报道“比利时战胜阿根廷”（马拉多纳被人骂死），这算是我
1578985322# #圣人，瞻仰。
1592287008# #喜欢玩水的猫。每天回家，只要我打开厨房门，例必跟我进入，仰头眼巴巴看着我，小眼神儿，受不了哈哈好啦，不赶你出去！我拧开水龙头，滳水而下，小家伙立马跳上洗水盆，躺下，沐浴笑cry
1564595481# #苏格兰高地三日游结束，回到大本营。难得能睡个午觉，舒服极了！团友推荐了一家当地网红店“脸谱”—自助火锅店，大部分客人都是中国人，偶尔几个老外。人均18镑不便宜，好在味道不错，孩子们说这是最好吃的一餐，值得！今晚好好休息，明天进军下一站。
1533028090# #D3.往剑桥的路上，国家人少就是好！
1531149623# #泰州，既是一个老城，也可以说是一个新市。历史沿革上看，扬州泰州一直是一家，饮食口味相同，生活方式类似，两者水乳交融，但因各种因素终究于上世纪九十年代还是分开了，成立了新地级市泰州，委屈了历史更悠久的泰兴。位于两市之间的机场叫扬泰机场，这种命名方式在全国是独一无二的。
1549449955# #越秀公园灯展没有什么新意，略显俗气但也不失传统允悲如果身在广州，不打算出外，可以来凑凑热闹，支持一下广州旅游哈哈说真，看灯展的最佳时间应是黄昏时分，如果到了夜晚到处黑乎乎，摄影效果并不好。
1659455155# #虽然憋屈但都是孽子惹的祸，等人走了把孽子收拾一顿，这符合咱们老祖宗的思想。所谓拭目以待，我认为是你来台湾我不打你，先占据道德制高点！你走了，我再来揍不肖子。先让你一招，让你打在棉花上发不了力，再后发制人。我们的目标是台湾，而非跟丑国打一仗，主次矛盾分清楚。
1565103845# #因为去年大部分景点都去过，所以这次伦敦行程安排不紧，可以静下心来感受城市魅力。我们穿过塔桥，沿着泰晤士河边走，逛逛巴罗市场，最后到碎片大厦。全程步行跨过两座桥，不到5公里。图六是1666年伦敦大火纪念碑，这场大火几乎烧完了大半个城市，从此伦敦彻底告别木建筑而改用石头，最诡异的是这场大
1574239752# #荆州之子，大明万历首辅张居正。
1540603675# #重回中学时代，激情燃烧的岁月！我非常喜欢初中数学老师，王桂英、贺振德老师，你们还好吗？算一下，贺老师可能已近90岁了鲜花多么好的老人啊！
1539139901# #第二次飞南通，上次是2015年12月，也是来看项目。下机后没走长廊或搭摆渡车，直接走进航站楼出来，这种情况也是第二次，上次是2012年6月井冈山红色之旅。哥记性还行吧哈哈其实随着年龄增长，好多人和事已记不清了，典型的就是有时想说某人却怎么也想不起姓名笑cry南通机场很小，客不多，值机柜台和
1533672153# #英伦行之“衣”。英国纬度高，靠近北极圈，总体来说温度偏低，伦敦7-8月非常舒服，常温16-28度，年轻人穿短袖带件风衣就够了！如果实在怕冷，可以带件轻薄羽绒服。
1523324656# #上海的繁华。
1659063586# #今早晨跑，小区里看到一只蝴蝶，难得！挤眼
1543968217# #父亲今天入院做手术，祝福他一切顺利安好！因为术后要住院十天，姑姑姑父叔叔婶婶们担心我俩应付不了，特别是妈妈也需要人照顾。为此，他们商量后，叔叔和婶婶专门从湖北过来，一个在医院陪护爸爸，一个在家陪妈妈。亲人的关爱令我俩无比感动！感恩。
1644054137# #过年就是吃吃吃（大餐），只是今年多了看看看（冬奥）。向群饭店，几十年老店，去年在二沙岛“文立方”开了家分店，有点特色，家人很喜欢，哥每次来必点豆奶。
1561724546# #羊城之美。图三小蛮腰是不是像个烟囱笑cry
1553307211# #参加天河区英语作文竞赛。考场天河外国语学校，小升初的“神学院”，中考均分730good
1630764697# #儿子今天很愤怒，原来一个星期只有周五周六周日三天8-9点可以玩游戏，但周五晚上要写作业，周日晚六点已返校，剩下唯一的周六晚居然TMD崩了，原因很简单，全国几亿未成年人都在此时登录，能不崩吗？哈哈哈，我俩暗暗高兴，但又要装出一副同情孩子的样子……允悲允悲
1698278250# #上午去广办开会，吃过早餐慢慢走过去，正在想有杯咖啡就好了！恰好途中就有一家哈哈酱香拿铁，欲罢不能笑cry服务业打工人，真心不容易，这么早开工了！
1564344825# #我靠！9点多了，天还这么亮！
1533378440# #D7.乘坐观光公交看伦敦之四：奢侈品牌一条街鼓掌
1539337046# #每周五接孩子，幸福地等待…doge
1523068581# #假期里连续看了两场北美职业冰球联赛（NHL），由于冰上速度快，球员经常收不住，导致场上拼抢激烈，令人惊叹！全场三局每局20分钟几乎不停顿，因为体力消耗大，所以可以随时换人无上限，当然中间也有休息。场上犯规是要被罚下2-5-10分钟不等，这样经常形成5打4、5打3的场面，煞是好看笑cry最搞笑的是
1561443516# #出差在外，一天没见，想念我的猫咪🐱
1522922568# #“狗”与犬。
1532870247# #D-1-5。此处非花园，而是一个商业中心，确切说是个大集市。三教九流，三姑六婆……。孤独的老式电话亭绝对是街头一景。
1566228546# #我家猫刚刚吃了一只蟑螂笑cry笑cry笑cry
1519951744# #正月十五，元宵节快乐！这是什么意思哈哈哈哈哈哈
1629602957# #水博苑，闹市中的一块绿洲。来广州三十年了，第一次近距离看琶洲塔，不过今天实在是太晒太晒了污
1561474361# #这个点到，候机大厅空荡荡的，商店也关了！
1561421825# #沧州位于天津西南，动车也就40分钟吧！据说它靠海，这个可颠覆了我的认知允悲整体看，市容环境不错，尤其是出租车值得点赞！车身统一颜色，外面铮亮，里面洁净，脚垫地毯也不见灰尘，一个北方的城市，非常难得！
1564825275# #今天在回牛津的车上，偶遇一个中国人，提到了比斯特购物村，它在伦敦和牛津的中间。听完马上行动，我们改变方案，直接去购物村。村里品牌不少，但适合的不多！最后买个6折新秀丽、几件衣服，算是来过！
1533027003# #续1。补发几张昨天漏发的图片。
1669206887# #昨天广州阳7900+，略降一点，仍在高位徘徊，拐点未至，也没失控。天河已禁堂食，家所在天河南街道尚安全，不过天河社会面仍有一些，主要是无症状。各个群的消息令人焦虑，特别是网课要上到寒假。这这……，孩子1月初还要参加高中学业水平考试呢失望今天补休，晚上准备弄几个菜，这段时间孩子在家网课
1520674515# #今天是个好日子，终于拿到了第一张门票，代价2.4皮。搞笑的是，随后马上去EZSY投了份简历，又送了两份简历给XDJY管理老师，听说下周要推优。
1530448464# #等待，焦虑……
1652154650# #因为广州时有零星确诊，加上前期白云机场疫情，根据目的地的防疫要求，要么落地隔离要么更换始发地，所以哥出差居然得从深圳飞允悲真折腾啊！机场人真少，惨淡。今年各行各业都艰难，船司机场尤甚失望
1573623627# #今年寒假全家去香港中文大学参观，当时对孩子开玩笑说以后咱考这学校，语言相通、环境优美、水平很高，而且离广州近，可以经常回家。现在我深感羞耻…怒
1523675554# #周末天气有点闷热！应该还有零星小雨。书吧老板“萝卜”精心修葺的篱笆，令人眼前一亮。坐下来杯咖啡，看看书，心情大好，惬意生活。
1539734911# #今天九月初九，重阳，中雨。广州人习惯登高，有点悬！
1613279115# #网红之地。远处是虎门大桥。
1666078387# #来东西湖政务中心，办完事逛逛旁边的公园。太阳温暖，凉风习习，舒服！
